origin_text,vi_standard,origin_no_tone,cipher_surface,rime_rule_id,tone_class,protected_flag,decode_key,row_hmac
subscrever,người đăng ký,ngươi đăng ky,ngui đang ky,"RN_UOI_UI,R_KEEP,R_TONE_ONLY","C2,C0,C1",false,"ngươi đăng ky|RN_UOI_UI,R_KEEP,R_TONE_ONLY|C2,C0,C1",dc0cab2cf7ee4a41b6e43a4b31f8edd05f90482b338b3eeec74fe37ea69979be
subscribewithobligationtopay,đăng ký với nghĩa vụ thanh toán,đăng ky vơi nghia vu thanh toan,đang ky voi nghia vu thanh toan,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C1,C1,C4,C5,C0,C1",false,"đăng ky vơi nghia vu thanh toan|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C1,C1,C4,C5,C0,C1",04f2d13ae3fe732a0986473ab6893535a9d491f6ae5d48781510b96668f9fafc
subscriptionmode,chế độ đăng ký,chê đô đăng ky,che đo đang ky,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C1,C5,C0,C1",false,"chê đô đăng ky|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C1,C5,C0,C1",2e6abbe2b6d2ce0bdb23e99fe940528e21a2ba5619b744cbb730b1f950df0d36
subsequence,chuỗi con,chuôi con,chuoi con,"R_TONE_ONLY,R_KEEP","C4,C0",false,"chuôi con|R_TONE_ONLY,R_KEEP|C4,C0",9683e8cd20ec104487cf097423b72996e606cde664ebe43e2f502d4232c27b5d
substitutionrisk,rủi ro thay thế,rui ro thay thê,rui ro thay the,"R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY","C3,C0,C0,C1",false,"rui ro thay thê|R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY|C3,C0,C0,C1",663820a2920f17b4530d9dd5b11c93bbac67cfae7c3d47ac08f92a1440cb11b6
substrate3layerframing,khung 3 lớp nền,khung 3 lơp nên,khung 3 lop nen,"R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C1,C2",false,"khung 3 lơp nên|R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C1,C2",7a0edc9d52c9e5e3259982fb3e0d1345c36d47c9361661ad8a17ebb509adfbf8
substrateassignment,phân bổ chất nền,phân bô chât nên,phan bo chat nen,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C3,C1,C2",false,"phân bô chât nên|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C3,C1,C2",e24cbfc6aedd55851a5efb00f064eb814681a83d7fa6144da482b77af39dbd70
substrateasymmetryconfirmed,Sự bất đối xứng của chất nền đã được xác nhận.,Sư bât đôi xưng cua chât nên đa đươc xac nhân,su bat đau xung cua chat nen đa đuoc xac nhan,"R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C1,C1,C3,C1,C2,C4,C5,C1,C5",false,"Sư bât đôi xưng cua chât nên đa đươc xac nhân|R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C1,C1,C3,C1,C2,C4,C5,C1,C5",f8d4309b47bac6623e185ed25a822d66ea0cc4c2a57a7a75ecb15ff71af094b0
substratebindingcreated,liên kết chất nền được tạo ra,liên kêt chât nên đươc tao ra,lien ket chat nen đuoc tao ra,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C1,C1,C2,C5,C5,C0",false,"liên kêt chât nên đươc tao ra|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C1,C1,C2,C5,C5,C0",077e138e13a652153b32c8bf62e592887b3c65fffbc01459b2df884f2349f1e9
substrateboundary,ranh giới chất nền,ranh giơi chât nên,ranh gioi chat nen,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C1,C2",false,"ranh giơi chât nên|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C1,C2",5f12914ba65ccd77f1511ada2580c173810c7361e6da352ad9e48b7f2d321d8e
substrateclass,lớp chất nền,lơp chât nên,lop chat nen,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C1,C2",false,"lơp chât nên|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C1,C2",6ca3fef33e724e43d80b884726a8ea5578fc51d47dd30c09166e80fdc01ab7d1
substratedeprecationforcemigration,sự suy giảm chất nền lực di chuyển,sư suy giam chât nên lưc di chuyên,su suy giam chat nen luc di chuyen,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C3,C1,C2,C5,C0,C3",false,"sư suy giam chât nên lưc di chuyên|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C3,C1,C2,C5,C0,C3",2ba8d6cc0a975528b27d3b27ccd092922c81f2d1a42ff0ae51c2f87ad3fd78ab
substratelaw,luật chất nền,luât chât nên,luat chat nen,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C2",false,"luât chât nên|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C2",cd4a5eb1c7ea48e3084c4538e6d0e7e5a6eeba072e9186cbce4fe830a92e8f1d
substrateproofsummary,tóm tắt bằng chứng chất nền,tom tăt băng chưng chât nên,tom tat bang chung chat nen,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C1,C2,C1,C1,C2",false,"tom tăt băng chưng chât nên|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C1,C2,C1,C1,C2",044858d3813b83e3b9cd8e64b9e26a66a5098639d957d7e1bc1e5f664a138550
substratevslineagelabanthe,chất nền so với dòng dõi labanthe,chât nên so vơi dong doi labanthe,chat nen so voi dong dau labanthe,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_KEEP","C1,C2,C0,C1,C2,C4,C0",false,"chât nên so vơi dong doi labanthe|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_KEEP|C1,C2,C0,C1,C2,C4,C0",242da9818df7b3db0a1add80c245bb9871a2b048ca7a570e92affbc8c1e6230c
substratevslineagenew,chất nền so với dòng dõi mới,chât nên so vơi dong doi mơi,chat nen so voi dong dau moi,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY","C1,C2,C0,C1,C2,C4,C1",false,"chât nên so vơi dong doi mơi|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY|C1,C2,C0,C1,C2,C4,C1",e7495cc285c83025a9f84957d2bf05fbf57f8e3c02041e04110219d40c7437b0
substraterealitysynthesis,tổng hợp thực tế chất nền,tông hơp thưc tê chât nên,tong hop thuc te chat nen,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C5,C5,C1,C1,C2",false,"tông hơp thưc tê chât nên|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C5,C5,C1,C1,C2",994b4d2fc7fac1a768e8fbb10afc865c420ecd6bd05eaad4b59ed29974c51d58
subsystems,hệ thống con,hê thông con,he thong con,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C1,C0",false,"hê thông con|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C1,C0",58d9fbefe9d04f50c2408ce5869e8149d594b4becc7a29f350594b9e2333156f
subtitlewithmanualentry,phụ đề với nhập liệu thủ công,phu đê vơi nhâp liêu thu công,phu đe voi nhap lieu thu cong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C2,C1,C5,C5,C3,C0",false,"phu đê vơi nhâp liêu thu công|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C2,C1,C5,C5,C3,C0",b61232f59e278fa74b0c0c9800b981406b412573f5fe511e74d46ff67f5fb994
subtlecrypto,mật mã tinh tế,mât ma tinh tê,mat ma tinh te,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C4,C0,C1",false,"mât ma tinh tê|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C4,C0,C1",6244741127869532a4bc9058456dcba2851d825b2941e7b56d0ea44b8470fb0d
subtotals,tổng phụ,tông phu,tong phu,"R_TONE_ONLY,R_TONE_ONLY","C3,C5",false,"tông phu|R_TONE_ONLY,R_TONE_ONLY|C3,C5",49986306162c95aae9908572cea169b02c37cbae1c8b612e1ec1b56255dc8bab
subviewheading,tiêu đề phụ,tiêu đê phu,tieu đe phu,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C5",false,"tiêu đê phu|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C5",d316be986230f6789b4a15aa7ce2fb4218cdee8d294eb0e4ef3e419e415548ed
subviewname,tên chế độ xem con,tên chê đô xem con,ten che đo xem con,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C0,C1,C5,C0,C0",false,"tên chê đô xem con|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C0,C1,C5,C0,C0",f399f2037893351dc7ed07080eb37c0fc05df5b5d8c52f6525214d0f3dc99940
successmessage,thông điệp thành công,thông điêp thanh công,thong điep thanh cong,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C5,C2,C0",false,"thông điêp thanh công|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C5,C2,C0",05b9843f233fad859eca36d239adcde5ae0705793a71741fbe7795f2157f0748
successes,thành công,thanh công,thanh cong,"R_TONE_ONLY,R_KEEP","C2,C0",false,"thanh công|R_TONE_ONLY,R_KEEP|C2,C0",dbdc914640446f7ce1311193a318467e5346457c12624627fac030335c48a299
successfulcard,thẻ thành công,the thanh công,the thanh cong,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C3,C2,C0",false,"the thanh công|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C3,C2,C0",303f3adcb5d3116030fc3a505291b470790ed94f5cc61afd058602f07a1e00b2
successfuldebit,ghi nợ thành công,ghi nơ thanh công,ghi no thanh cong,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C5,C2,C0",false,"ghi nơ thanh công|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C5,C2,C0",a614a9748aba10f2729d69971833accca56a4b80e31bf24be13ab0ec872ce10c
successfulpreset,cài đặt thành công,cai đăt thanh công,cai đat thanh cong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C2,C5,C2,C0",false,"cai đăt thanh công|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C2,C5,C2,C0",ecbb5badcbc0939fd613e6e2fdfd7590dd3d3cd0a059d16723d39f17fea71416
suddenclarity,sự sáng tỏ đột ngột,sư sang to đôt ngôt,su sang to đot ngot,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C3,C5,C5",false,"sư sang to đôt ngôt|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C3,C5,C5",3c5c29fbb9bdc78994732c7cc810c201fda5cda209316ecad549707a213b864b
suddenly,đột nhiên,đôt nhiên,đot nhien,"R_TONE_ONLY,R_KEEP","C5,C0",false,"đôt nhiên|R_TONE_ONLY,R_KEEP|C5,C0",e5342933b0f03f2c7c2e091fd62862136bf877e460d62a635f33a2ca03c91438
sufficient,hợp lý,hơp ly,hop ly,"R_TONE_ONLY,R_TONE_ONLY","C5,C1",false,"hơp ly|R_TONE_ONLY,R_TONE_ONLY|C5,C1",39d2638b26dc776a2bb2c6c8ff65ace723b3e6fcc1ba105b5d7f3dc1784bf1d5
suffixed,hậu tố,hâu tô,hau to,"R_TONE_ONLY,R_TONE_ONLY","C5,C1",false,"hâu tô|R_TONE_ONLY,R_TONE_ONLY|C5,C1",fc36c5d0fecdcc57553d487f7103c3510affd9fee3941576ad3e193ab9055dbb
suffixmap,bản đồ hậu tố,ban đô hâu tô,ban đo hau to,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C2,C5,C1",false,"ban đô hâu tô|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C2,C5,C1",12c2732fec698cf480c3885fabc75f12bc7e23ed95c93d888fc1bc20b0c3e49f
suggestionselectedcomplete,đề xuất đã hoàn thành,đê xuât đa hoan thanh,đe xuat đa hoan thanh,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C1,C4,C2,C2",false,"đê xuât đa hoan thanh|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C1,C4,C2,C2",f003be7ab92408b528908e4e84e53e87953604c7f0cbfc8f6c8df9057fe1542c
suggestionschanged,đề xuất đã thay đổi,đê xuât đa thay đôi,đe xuat đa thay đau,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_OI_AU","C2,C1,C4,C0,C3",false,"đê xuât đa thay đôi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_OI_AU|C2,C1,C4,C0,C3",7d9ace7b2589a08ec68e985ab404ef9461220176cf24ae7b34e1af014aa13f1c
suggestionspoweredby,đề xuất được cung cấp bởi,đê xuât đươc cung câp bơi,đe xuat đuoc cung cap boi,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C2,C1,C5,C0,C1,C3",false,"đê xuât đươc cung câp bơi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C2,C1,C5,C0,C1,C3",44be73b3bb09029c9008427f7ed771962f6c4e05a9c1df05398db73bd90d62cd
suggestionstriggered,gợi ý được kích hoạt,gơi y đươc kich hoat,goi y đuoc kich hoat,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C5,C1,C5",false,"gơi y đươc kich hoat|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C5,C1,C5",cdaf034e0f1ae8f466db8d8763baa63cd4b2bc734fc4b6e586a3fa849212dd6e
suggests,gợi ý,gơi y,goi y,"R_TONE_ONLY,R_TONE_ONLY","C5,C1",false,"gơi y|R_TONE_ONLY,R_TONE_ONLY|C5,C1",99eb7bad567f97439ce7ef4ecbe5af13e5ee4120b4d1aad1d843f9f3b5712d20
suitable,thích hợp,thich hơp,thich hop,"R_TONE_ONLY,R_TONE_ONLY","C1,C5",false,"thich hơp|R_TONE_ONLY,R_TONE_ONLY|C1,C5",c834ff3e7ef0db7ae18b8c3774116f1e4c2e6cb739f567391413e7661a911d10
sulge,lưu huỳnh,lưu huynh,luu huynh,"R_KEEP,R_TONE_ONLY","C0,C2",false,"lưu huynh|R_KEEP,R_TONE_ONLY|C0,C2",58de505cc6c5eef41ac871d5a4349da6fbe9f266a0e7ce2e3a820c4ec416d50a
sultan,quốc vương,quôc vương,quoc vuong,"R_TONE_ONLY,R_KEEP","C1,C0",false,"quôc vương|R_TONE_ONLY,R_KEEP|C1,C0",183dcc419f600a8caf51e614e56064a6406e50a94fd0d00e920b2ee8fa422d8e
summarizegenericgateguards,tóm tắt các bảo vệ cổng chung,tom tăt cac bao vê công chung,tom tat cac bao ve cong chung,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C1,C1,C3,C5,C3,C0",false,"tom tăt cac bao vê công chung|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C1,C1,C3,C5,C3,C0",2f3d34b89ad44f5d763a26bde54fb96c0cf3545accb47e1f0349a94dc6502b95
summarizer,người tóm tắt,ngươi tom tăt,ngui tom tat,"RN_UOI_UI,R_TONE_ONLY,R_TONE_ONLY","C2,C1,C1",false,"ngươi tom tăt|RN_UOI_UI,R_TONE_ONLY,R_TONE_ONLY|C2,C1,C1",5b7bb7badfcc8add0e39e34f25a0c22c8084d87ab8a783bb83a2dfcd09e8ff4f
summarytable,bảng tóm tắt,bang tom tăt,bang tom tat,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C1,C1",false,"bang tom tăt|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C1,C1",9373aa450de7ccc21f08a1a1e6571d51b28ffd536f5790f9ec24f961172277fe
summaryheader,tiêu đề tóm tắt,tiêu đê tom tăt,tieu đe tom tat,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C1,C1",false,"tiêu đê tom tăt|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C1,C1",b3235e18e7e1d85ccd854bcc8951fffe805ac261af38dc0b071017aedec40871
summarytableheader,tiêu đề bảng tóm tắt,tiêu đê bang tom tăt,tieu đe bang tom tat,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C3,C1,C1",false,"tiêu đê bang tom tăt|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C3,C1,C1",bb84c615679c4464c1dc34864d6891301d0626f01aaa94c3320ee00f9a6cbe7e
summarytableline,bảng tóm tắt,bang tom tăt,bang tom tat,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C1,C1",false,"bang tom tăt|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C1,C1",9373aa450de7ccc21f08a1a1e6571d51b28ffd536f5790f9ec24f961172277fe
suong,hát,hat,hat,R_TONE_ONLY,C1,false,hat|R_TONE_ONLY|C1,e46bf04ede9c8ac46fc8b88f887504a6c88401c709463838d48a0081b6a327fc
superchupudev,siêu chupudev,siêu chupudev,sieu chupudev,"R_KEEP,R_KEEP","C0,C0",false,"siêu chupudev|R_KEEP,R_KEEP|C0,C0",94c8afb6dcc95ca73d1b4578bbf1af766870ad898274cecc4b54f4050c614f24
supersedelaws,luật thay thế,luât thay thê,luat thay the,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C1",false,"luât thay thê|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C1",90e7fc660bf8f181c9165b8396d07c35736a4e43de100641fd3020e43bef3287
supersedereason,thay thế lý do,thay thê ly do,thay the ly do,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C1,C1,C0",false,"thay thê ly do|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C1,C1,C0",da4d8f59703dff8f8cb7ee2731c0366f94a753916ef3b2c2a8b189895cafa3be
supersedeslayer,lớp thay thế,lơp thay thê,lop thay the,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C1,C0,C1",false,"lơp thay thê|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C1,C0,C1",d3fa2412bf257d861cd62ab0112ebb521f0b0101fecc9305266b5f218d8e4693
superseding,thay thế,thay thê,thay the,"R_KEEP,R_TONE_ONLY","C0,C1",false,"thay thê|R_KEEP,R_TONE_ONLY|C0,C1",bfaa5b7144e35d7d6340d32aacf6eb6eb666e5eaefc7a8fdf48f1c7146fcd0c9
supervision,giám sát,giam sat,giam sat,"R_TONE_ONLY,R_TONE_ONLY","C1,C1",false,"giam sat|R_TONE_ONLY,R_TONE_ONLY|C1,C1",9c788559317f5556dcfdd33d1ac3400f6da90a4aedce19e3ed73564817244cb8
suporta,hỗ trợ,hô trơ,ho tro,"R_TONE_ONLY,R_TONE_ONLY","C4,C5",false,"hô trơ|R_TONE_ONLY,R_TONE_ONLY|C4,C5",0f65a14e8b331adc4246e080f73c91052bb48ff176e6212a9c2c6fcd0597c0ab
supplementonly,chỉ bổ sung,chi bô sung,chi bo sung,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C3,C3,C0",false,"chi bô sung|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C3,C3,C0",2e8709210b659a6c59cc4efda045a6ac3cb9b47010b89990c10cc229ae0daa6a
supplierclassifier4,nhà phân loại4,nha phân loai4,nha phan loai4,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C2,C0,C5",false,"nha phân loai4|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C2,C0,C5",424e76afc14036ecf462d83da188eca448bfffd9567006c40316686aaaee17fc
supplierscore,điểm nhà cung cấp,điêm nha cung câp,điem nha cung cap,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C3,C2,C0,C1",false,"điêm nha cung câp|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C3,C2,C0,C1",f87e160ca0e8bf461fd5d3fc9143e409f247cb55acc5a597f629e45fc9fa608b
supplierscorerecorded,điểm số nhà cung cấp được ghi nhận,điêm sô nha cung câp đươc ghi nhân,điem so nha cung cap đuoc ghi nhan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C3,C1,C2,C0,C1,C5,C0,C5",false,"điêm sô nha cung câp đươc ghi nhân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C3,C1,C2,C0,C1,C5,C0,C5",37e01782fa2365f0e4ef41ffdb73f6efa03e7a1ef2709c3b13dba42272e2b9c1
supplierselection,lựa chọn nhà cung cấp,lưa chon nha cung câp,lua chon nha cung cap,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C5,C2,C0,C1",false,"lưa chon nha cung câp|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C5,C2,C0,C1",3b645f40a6f8e6bbaa042b4c0719319ea279b32ea120a06c01f9b4b23d0c6442
supplierselectionrule,quy tắc lựa chọn nhà cung cấp,quy tăc lưa chon nha cung câp,quy tac lua chon nha cung cap,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C1,C5,C5,C2,C0,C1",false,"quy tăc lưa chon nha cung câp|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C1,C5,C5,C2,C0,C1",dfd9fe4cce2491a4f175d761d2a4b18eb0a0e9163df9c065f0b37046490ba4eb
suppliersmartlinkport,nhà cung cấp smartlinkport,nha cung câp smartlinkport,nha cung cap smartlinkport,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C2,C0,C1,C0",false,"nha cung câp smartlinkport|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C2,C0,C1,C0",74790d22732a011eeef8a1f05db714bb15cccbb6cf4358621063c8964d5c39c6
supply,cung cấp,cung câp,cung cap,"R_KEEP,R_TONE_ONLY","C0,C1",false,"cung câp|R_KEEP,R_TONE_ONLY|C0,C1",3e52edd78ca3f31d9aa74ed3422f5ae28ef551b11750d161168427f3589e988a
supportadvice,hỗ trợ tư vấn,hô trơ tư vân,ho tro tu van,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C4,C5,C0,C1",false,"hô trơ tư vân|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C4,C5,C0,C1",fab8c4262bda0b3338b281c7657cfca83b0391604d0d51d5cd3e5a56a5288bb7
supportsite,trang hỗ trợ,trang hô trơ,trang ho tro,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C4,C5",false,"trang hô trơ|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C4,C5",927de435a6a7b56327254aa91edde65ed4c9c8ee0bc90f1012ed9ea92a812550
supporta,hỗ trợ,hô trơ,ho tro,"R_TONE_ONLY,R_TONE_ONLY","C4,C5",false,"hô trơ|R_TONE_ONLY,R_TONE_ONLY|C4,C5",0f65a14e8b331adc4246e080f73c91052bb48ff176e6212a9c2c6fcd0597c0ab
supportedbridgemodes,chế độ cầu nối được hỗ trợ,chê đô câu nôi đươc hô trơ,che đo cau nau đuoc ho tro,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C5,C2,C1,C5,C4,C5",false,"chê đô câu nôi đươc hô trơ|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C5,C2,C1,C5,C4,C5",604d0ab380175721d74c9d0c58fc3f73b4b15fce96351115a4bc896ea70f92da
supportedbrowsers,trình duyệt được hỗ trợ,trinh duyêt đươc hô trơ,trinh duyet đuoc ho tro,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C5,C5,C4,C5",false,"trinh duyêt đươc hô trơ|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C5,C5,C4,C5",74b54ef63051cfcc768f2a0ceea7afa155bf8b44f81d365af60919c83042edfa
